id,zip_code,price,bds,ba,sqft,sold_year,sold_month,sold_day,type,year_built,heating,cooling,parking,pets,laundry,flooring,appliances,view_city,view_mountain,view_park,view_water,most_recent_listing_date,most_recent_listing_price,sold_time,listing_sold_time_diff,price_percent_change
"['305', 'E', '40th', 'St', '14V']",NY 10017,455000,,1,470,2020,6,9,Condo,1963,,Central,0 spaces,,,,Other interior features,1,0,0,0,11/23/2019 0:00,470000,6/9/2020,199,-0.031914894
"['304', 'E', '65th', 'St', 'APT', '34B']",NY 10065,1250000,1,,825,2020,6,9,Multiple Occupancy,1985,,,"None, Covered",,,,Appliances included: Dishwasher,1,0,0,0,11/7/2019 0:00,1350000,6/9/2020,215,-0.074074074
"['200', 'Chambers', 'St', 'APT', '7F']",NY 10007,1500000,1,1,754,2020,6,8,Condo,2007,,None,"None, Covered",,,,Other interior features,1,0,0,0,9/12/2019 0:00,1580000,6/8/2020,270,-0.050632911
"['165', 'W', '91st', 'St', '14EF']",NY 10024,5370000,5,10,3352,2020,6,8,Condo,1926,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,1/14/2020 0:00,6195000,6/8/2020,146,-0.133171913
"['7', 'Hubert', 'St', 'APT', '4A']",NY 10013,6240000,3,3,2556,2020,6,5,Condo,2003,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/9/2019 0:00,6995000,6/5/2020,240,-0.107934239
"['220', 'Riverside', 'Blvd', 'APT', '25C']",NY 10069,5000000,5,4,3500,2020,6,5,Condo,2000,,Central,Covered,,,,Other interior features,1,0,0,0,7/31/2019 0:00,6395000,6/5/2020,310,-0.218139171
"['340', 'E', '80th', 'St', 'APT', '14J']",NY 10075,695000,1,1,825,2020,6,5,Condo,1961,,,0 spaces,,,,,1,0,0,0,12/3/2019 0:00,699000,6/5/2020,185,-0.005722461
"['515', 'E', '72nd', 'St', 'APT', '21L']",NY 10021,1050000,1,1,690,2020,6,4,Multiple Occupancy,1985,,,Garage - Attached,,,,,1,0,0,0,3/30/2011 0:00,914000,6/4/2020,3354,0.148796499
"['345', 'W', '145th', 'St', 'APT', '10C1']",NY 10031,475000,1,1,758,2020,6,4,Condo,1953,,,Garage - Attached,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,9/4/2019 0:00,489000,6/4/2020,274,-0.028629857
"['360', 'E', '88th', 'St', 'APT', '23B']",NY 10128,1480000,2,3,1100,2020,6,4,Condo,1988,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,1/30/2020 0:00,1470000,6/4/2020,126,0.006802721
"['230', 'Riverside', 'Dr', 'APT', '6E']",NY 10025,815000,1,1,628,2020,6,3,Condo,1931,,Central,0 spaces,,,,Other interior features,1,0,0,0,9/1/2019 0:00,900000,6/3/2020,276,-0.094444444
"['200', 'W', '79th', 'St', 'APT', '10J']",NY 10024,825000,1,1,226556,2020,6,2,Condo,1975,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,1/21/2020 0:00,819000,6/2/2020,133,0.007326007
"['304', 'W', '88th', 'St', 'APT', '2B']",NY 10024,580000,1,1,,2020,6,2,Apartment,1900,,,0 spaces,,,,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",1,0,0,0,7/23/2019 0:00,649000,6/2/2020,315,-0.106317411
"['99', 'John', 'St', 'APT', '1804']",NY 10038,875000,1,1,677,2020,6,1,Apartment,1932,,Central,Covered,,,Flooring: Hardwood,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",1,0,0,0,2/9/2020 0:00,895000,6/1/2020,113,-0.022346369
"['10', 'W', '66th', 'St', 'APT', '12D']",NY 10023,2009999,3,3,,2020,6,1,Condo,1969,,Central,0 spaces,,,,See more facts and features,1,0,0,0,9/17/2019 0:00,2195000,6/1/2020,258,-0.084282916
"['305', 'W', '86th', 'St', '9A']",NY 10024,695000,1,1,,2020,6,1,Condo,1926,,,0 spaces,,,,,1,0,0,0,9/22/2019 0:00,725000,6/1/2020,253,-0.04137931
"['7', 'E', '35th', '12g', '12g', 'New', '12G']",NY 10016,475000,1,2,900,2020,5,29,Condo,1979,,,0 spaces,,,,,1,0,0,0,10/31/2019 0:00,569000,5/29/2020,211,-0.165202109
"['150', 'Central', 'Park', 'S', '1906']",NY 10019,2920000,3,4,,2020,5,29,Condo,1940,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,8/14/2018 0:00,3295000,5/29/2020,654,-0.113808801
"['155', 'W', '126th', 'St', 'APT', '4B']",NY 10027,760000,1,2,677,2020,5,27,Condo,1900,,Central,0 spaces,,,,Other interior features,1,0,0,0,11/3/2019 0:00,789000,5/27/2020,206,-0.036755387
"['251', 'E', '32nd', 'St', '7J']",NY 10016,685000,1,1,,2020,5,26,Condo,1965,,Central,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,7/9/2019 0:00,725000,5/26/2020,322,-0.055172414
"['84', 'Thomas', 'St', 'APT', '4']",NY 10013,3250000,3,3,2400,2020,5,22,Condo,1870,,Central,Covered,,,,Other interior features,1,0,0,0,10/26/2019 0:00,3495000,5/22/2020,209,-0.070100143
"['407', 'E', '12th', 'St', 'APT', '1FNE']",NY 10009,1350000,2,2,980,2020,5,21,Condo,2003,,,On-street,,,,"Appliances included: Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer",1,0,0,0,10/1/2018 0:00,1599000,5/21/2020,598,-0.155722326
"['300', 'E', '23rd', 'St', 'APT', '4G']",NY 10010,1290000,1,2,994,2020,5,20,Condo,2010,Gas,,Covered,,,,Other interior features,1,0,0,0,9/18/2019 0:00,1349000,5/20/2020,245,-0.043736101
"['107', 'W', '25th', 'St', 'APT', '3E']",NY 10001,1300000,2,1,1100,2020,5,15,Condo,1905,,Central,Covered,,,,Other interior features,2,0,0,0,2/19/2019 0:00,1590000,5/15/2020,451,-0.182389937
"['300', 'W', '145th', 'St']",NY 10039,780000,2,2,992,2020,5,15,Condo,2005,Forced air,Other,None,,,,Other interior features,1,0,0,0,6/11/2020 0:00,710000,5/15/2020,-27,0.098591549
"['301', 'E', '87th', 'St', 'APT', '23D']",NY 10128,999000,2,1,1000,2020,5,15,Condo,1973,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,1/10/2020 0:00,999000,5/15/2020,126,0
"['211', 'Thompson', 'St', 'APT', '5B']",NY 10012,395000,,1,,2020,5,15,Condo,1930,,,"Garage - Attached, Covered",,,,Appliances included: Dishwasher,1,0,0,0,7/30/2019 0:00,475000,5/15/2020,290,-0.168421053
"['530', 'W', 'End', 'Ave', 'APT', '11B']",NY 10024,4330000,4,3,2139,2020,5,15,Condo,1912,,Central,0 spaces,,,,Other interior features,1,0,0,0,2/21/2020 0:00,4350000,5/15/2020,84,-0.004597701
"['165', 'W', '66th', 'St', 'APT', '10X']",NY 10023,770000,1,1,,2020,5,14,Condo,1962,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,7/16/2019 0:00,785000,5/14/2020,303,-0.01910828
"['529', 'W', '147th', 'St', 'APT', '4B']",NY 10031,741500,2,2,817,2020,5,14,Condo,2005,,None,None,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/5/2019 0:00,765000,5/14/2020,252,-0.030718954
"['239', 'E', '10th', 'St', 'APT', '4B']",NY 10003,540000,,1,378,2020,5,14,Condo,1987,"Wall, Electric",Wall,None,,,Flooring: Hardwood,"Appliances included: Microwave, Range / Oven, Refrigerator",1,0,0,0,8/8/2019 0:00,589000,5/14/2020,280,-0.083191851
"['345', 'E', '73rd', 'St', 'APT', '1G']",NY 10021,547500,1,1,825,2020,5,12,Condo,1961,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/17/2019 0:00,599000,5/12/2020,238,-0.085976628
"['845', 'W', 'End', 'Ave', 'APT', '4C']",NY 10025,3120000,3,3,1974,2020,5,12,Condo,1930,Radiant,Central,0 spaces,,,,Other interior features,1,0,0,0,11/15/2019 0:00,3350000,5/12/2020,179,-0.068656716
"['549', 'W', '152nd', 'St']",NY 10031,2100000,5,3,3300,2020,5,8,Single Family,1899,"Radiant, Gas, Solar",Other,"On-street, Covered, Garage",,,,"Appliances included: Dishwasher, Dryer, Range / Oven, Refrigerator, Washer",1,0,0,0,10/26/2019 0:00,2300000,5/8/2020,195,-0.086956522
"['250', 'E', '30th', 'St', 'APT', '8H']",NY 10016,555000,,1,437,2020,5,7,Condo,2003,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/21/2019 0:00,575000,5/7/2020,199,-0.034782609
"['330', 'Spring', 'St', 'APT', '5D']",NY 10013,2310000,2,3,1489,2020,5,7,Condo,2005,,Central,0 spaces,,,,Other interior features,1,0,0,0,8/16/2019 0:00,2395000,5/7/2020,265,-0.035490605
"['101', 'W', '12th', 'St', 'APT', '6B']",NY 10011,510000,,1,450,2020,5,5,Condo,1961,,Central,Garage - Attached,,,,Other interior features,1,0,0,0,1/22/2020 0:00,525000,5/5/2020,104,-0.028571429
"['401', 'E', '74th', 'St', 'APT', '18S']",NY 10021,560000,,1,,2020,5,5,Condo,1962,,,Covered,,,,Appliances included: Dishwasher,1,0,0,1,11/7/2019 0:00,599000,5/5/2020,180,-0.065108514
"['139', 'W', '78th', 'St']",NY 10024,7630000,5,6,5416,2020,5,4,Townhouse,1910,Forced air,Central,None,,,"Flooring: Carpet, Hardwood","Appliances included: Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,1/30/2020 0:00,8695000,5/4/2020,95,-0.122484186
"['404', 'E', '76th', 'St', 'APT', '17D']",NY 10021,875000,1,1,711,2020,5,1,Condo,2002,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,9/6/2019 0:00,925000,5/1/2020,238,-0.054054054
"['2', 'River', 'Ter', 'APT', '4M']",NY 10282,1910000,3,3,1449,2020,4,30,Condo,2006,,,"Garage - Detached, Covered",,,Flooring: Hardwood,Other interior features,1,0,0,0,9/8/2019 0:00,2250000,4/30/2020,235,-0.151111111
"['415', 'E', '52nd', 'St', 'APT', '9AA']",NY 10022,822500,1,1,1000,2020,4,30,Apartment,1956,,,Garage - Attached,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,10/17/2019 0:00,879000,4/30/2020,196,-0.064277588
"['445', '5th', 'Ave', '23G']",NY 10016,865000,1,1,660,2020,4,29,Condo,1985,Other,Central,0 spaces,,,,Other interior features,1,0,0,0,6/5/2019 0:00,950000,4/29/2020,329,-0.089473684
"['301', 'E', '48th', 'St', 'APT', '18H']",NY 10017,475000,,1,675,2020,4,28,Condo,1964,Gas,Central,Covered,,,,,1,0,0,0,4/8/2019 0:00,580000,4/28/2020,386,-0.181034483
"['250', 'E', '40th', 'St', 'APT', '3C']",NY 10016,534000,,1,450,2020,4,28,Multiple Occupancy,1988,,Central,None,,,,Other interior features,1,0,0,0,2/4/2019 0:00,619000,4/28/2020,449,-0.137318255
"['250', 'W', '15th', 'St', 'APT', '6A']",NY 10011,890000,1,1,,2020,4,28,Condo,1930,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,1/14/2020 0:00,895000,4/28/2020,105,-0.005586592
"['350', 'W', '42nd', 'St', 'APT', '38G']",NY 10036,1960000,2,2,1349,2020,4,24,Multiple Occupancy,,Gas,None,"Garage - Detached, Covered","Cats, Small Dogs, Dogs",In Unit,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,11/5/2019 0:00,1925000,4/24/2020,171,0.018181818
"['144', 'W', '18th', 'St', '400E']",NY 10011,3660000,4,3,2693,2020,4,23,Condo,1910,,Central,Covered,,,,Other interior features,1,0,0,0,,,4/23/2020,no listing date,
"['2605', '2609', 'Frederick', 'Douglass', 'Blvd', 'APT', '2C']",NY 10030,350000,1,1,768,2020,4,22,Multiple Occupancy,2006,,Central,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,10/12/2016 0:00,725000,4/22/2020,1288,-0.517241379
"['311', 'E', '38th', 'St', 'APT', '9D']",NY 10016,645000,,1,555,2020,4,22,Condo,1984,,,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,1,10/15/2019 0:00,686000,4/22/2020,190,-0.059766764
"['433', 'W', '34th', 'St', 'APT', '4J']",NY 10001,740000,1,1,725,2020,4,22,Condo,1930,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,1/15/2020 0:00,740000,4/22/2020,98,0
"['225', 'Rector', 'Pl', 'APT', '15H']",NY 10280,1600000,2,2,1002,2020,4,21,Condo,1985,,,"Garage - Attached, Covered",,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/10/2019 0:00,1910000,4/21/2020,377,-0.162303665
"['515', 'E', '72nd', 'St', 'APT', '18H']",NY 10021,1500000,2,2,1027,2020,4,21,Condo,1985,,,Garage - Attached,,,,"Appliances included: Dryer, Washer",1,0,0,0,9/12/2019 0:00,1695000,4/21/2020,222,-0.115044248
"['45', 'Christopher', 'St', 'APT', '6E']",NY 10014,3170000,2,2,1350,2020,4,21,Condo,1931,,,Covered,,,,,1,0,0,0,5/13/2018 0:00,3395000,4/21/2020,709,-0.066273932
"['955', 'Lexington', 'Ave', '10B']",NY 10021,480000,1,1,,2020,4,21,Condo,1924,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,12/9/2019 0:00,495000,4/21/2020,134,-0.03030303
"['20', 'West', 'St', 'APT', '43D']",NY 10004,470000,,1,375,2020,4,20,Condo,1930,Forced air,Central,0 spaces,,,,Appliances included: Dishwasher,1,0,1,0,11/21/2019 0:00,480000,4/20/2020,151,-0.020833333
"['65', '69', 'Nassau', 'St', 'CO']",NY 10038,720000,,1,28550,2020,4,20,Condo,1898,,,0 spaces,,,,,1,0,0,0,4/25/2017 0:00,595000,4/20/2020,1091,0.210084034
"['130', 'W', '67th', 'St', 'APT', '12C']",NY 10023,725000,1,1,,2020,4,17,Condo,1975,,,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,11/21/2019 0:00,749000,4/17/2020,148,-0.032042724
"['444', 'E', '75th', 'St', 'APT', '8G']",NY 10021,450000,1,1,600,2020,4,17,Condo,1963,,Central,0 spaces,,,,Other interior features,1,0,0,0,4/25/2019 0:00,519000,4/17/2020,358,-0.132947977
"['77', '7th', 'Ave', 'APT', '6L']",NY 10011,675000,1,1,650,2020,4,17,Condo,1963,"Radiant, Gas",Wall,"Garage - Attached, Covered",,,"Flooring: Tile, Hardwood","Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,7/9/2019 0:00,775000,4/17/2020,283,-0.129032258
"['242', 'E', '38th', 'St', 'APT', '5B']",NY 10016,430000,1,1,,2020,4,17,Condo,1955,,Other,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,10/16/2019 0:00,485000,4/17/2020,184,-0.113402062
"['300', 'E', '62nd', 'St', 'APT', '1504']",NY 10065,900000,1,1,820,2020,4,15,Condo,1986,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,9/28/2019 0:00,1095000,4/15/2020,200,-0.178082192
"['61', 'Jane', 'St', 'APT', '5J']",NY 10014,2730000,2,2,,2020,4,14,Condo,1963,,,Garage - Attached,,,,,1,0,0,0,10/24/2019 0:00,2795000,4/14/2020,173,-0.023255814
"['325', 'W', '45th', 'St', 'APT', '511']",NY 10036,575000,1,1,,2020,4,14,Condo,1924,,Central,0 spaces,,,,,1,0,0,0,10/24/2018 0:00,620000,4/14/2020,538,-0.072580645
"['250', 'E', '65th', 'St', 'APT', '11B']",NY 10065,1660000,2,2,1400,2020,4,14,Condo,1963,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,1/10/2020 0:00,1650000,4/14/2020,95,0.006060606
"['111', 'E', '88th', 'St', 'APT', '6B']",NY 10128,2270000,3,3,1700,2020,4,13,Condo,1929,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/27/2019 0:00,2650000,4/13/2020,199,-0.143396226
"['345', 'W', '70th', 'St', 'APT', '3D']",NY 10023,1290000,2,1,900,2020,4,13,Condo,1910,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/26/2019 0:00,1350000,4/13/2020,200,-0.044444444
"['152', 'E', '118th', 'St', 'APT', '3F']",NY 10035,310000,,1,470,2020,4,10,Condo,2011,"Wall, Gas",Wall,"Garage - Attached, Covered",,,,"Appliances included: Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,10/30/2019 0:00,320000,4/10/2020,163,-0.03125
"['166', 'E', '35th', 'St', 'APT', '12E']",NY 10016,675000,1,1,,2020,4,10,Condo,1957,,Central,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,4/22/2019 0:00,765000,4/10/2020,354,-0.117647059
"['177', 'E', '77th', 'St', 'APT', '8A']",NY 10075,2980000,2,2,1600,2020,4,8,Condo,1942,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,6/3/2019 0:00,2250000,4/8/2020,310,0.324444444
"['220', 'E', '65th', 'St', 'APT', '24C']",NY 10065,2320000,3,3,1326,2020,4,8,Single Family,1978,,Central,Covered,,,,Other interior features,1,0,0,0,10/11/2019 0:00,2400000,4/8/2020,180,-0.033333333
"['147', 'W', '142nd', 'St', 'APT', '4B']",NY 10030,530000,1,1,766,2020,4,3,Condo,2008,"Forced air, Gas",Central,"On-street, Covered",,,"Flooring: Tile, Hardwood","Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/4/2019 0:00,575000,4/3/2020,365,-0.07826087
"['240', 'E', '10th', 'St', 'APT', '11B']",NY 10003,1810000,2,2,1145,2020,4,2,Condo,2001,Forced air,Wall,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,11/12/2019 0:00,1925000,4/2/2020,142,-0.05974026
"['200', 'E', '24th', 'St', 'APT', '1110']",NY 10010,567000,1,1,600,2020,4,2,Condo,1972,,Central,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,1/15/2020 0:00,595000,4/2/2020,78,-0.047058824
"['200', 'E', '16th', 'St', 'APT', '2H']",NY 10003,780000,1,1,750,2020,4,1,Condo,1930,Gas,,Covered,,,,Other interior features,1,0,0,0,6/19/2019 0:00,830000,4/1/2020,287,-0.060240964
"['340', 'E', '64th', 'St', 'APT', '18S']",NY 10065,1680000,2,2,1285,2020,4,1,Condo,1965,,,0 spaces,,,,,1,0,0,0,11/13/2019 0:00,1749000,4/1/2020,140,-0.039451115
"['2', 'Tudor', 'City', 'Pl', 'APT', '7JN']",NY 10017,772000,1,1,900,2020,4,1,Condo,1955,,,"Garage - Attached, Covered",,,"Flooring: Tile, Hardwood, Slate",,1,0,0,0,9/12/2019 0:00,829000,4/1/2020,202,-0.068757539
"['15', 'William', 'St', 'APT', '20G']",NY 10005,950000,1,1,800,2020,3,31,Condo,2008,Gas,,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,9/9/2019 0:00,999000,3/31/2020,204,-0.049049049
"['2000', 'Broadway', 'APT', '26D']",NY 10023,1910000,2,2,1165,2020,3,31,Condo,1987,,Central,0 spaces,,,,Other interior features,1,0,0,0,9/20/2019 0:00,2375000,3/31/2020,193,-0.195789474
"['2', 'King', 'St', 'APT', '4A']",NY 10012,1370000,1,1,950,2020,3,30,Condo,1963,,,Covered,,,,,1,0,0,0,11/6/2019 0:00,1395000,3/30/2020,145,-0.017921147
"['444', 'E', '86th', 'St', 'APT', '12G']",NY 10028,1060000,3,2,1400,2020,3,30,Condo,1973,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,7/8/2019 0:00,1195000,3/30/2020,266,-0.112970711
"['101', 'Central', 'Park', '4A']",NY 10023,4850000,3,2,2650,2020,3,30,Condo,1928,,Central,Covered,,,,Other interior features,1,0,0,0,9/15/2019 0:00,5995000,3/30/2020,197,-0.190992494
"['21', 'Downing', 'St']",NY 10014,7250000,3,4,3600,2020,3,27,Multiple Occupancy,1900,"Forced air, Gas",Central,0 spaces,,,Flooring: Hardwood,"Appliances included: Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,8/12/2019 0:00,7250000,3/27/2020,228,0
"['255', 'E', '49th', 'St', 'APT', '12E']",NY 10017,1230000,2,2,1056,2020,3,27,Multiple Occupancy,,Contact manager,Central,"None, Covered",Contact manager,Contact manager,,Appliances included: Dishwasher,1,0,0,0,10/7/2019 0:00,1320000,3/27/2020,172,-0.068181818
"['108', 'E', '66th', 'St', 'APT', '7B']",NY 10065,1200000,1,1,740,2020,3,26,Single Family,1928,,Central,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,10/4/2019 0:00,1250000,3/26/2020,174,-0.04
"['275', 'Greenwich', 'St', 'APT', '3E']",NY 10007,1520000,2,2,1026,2020,3,25,Condo,1987,,,0 spaces,,,,,1,0,0,0,9/19/2019 0:00,1625000,3/25/2020,188,-0.064615385
"['30', 'W', '63rd', 'St', '14AB']",NY 10023,2730000,2,2,1215,2020,3,25,Condo,1979,,,Garage - Attached,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,8/1/2019 0:00,3185000,3/25/2020,237,-0.142857143
"['517', 'W', '46th', 'St', 'APT', '502']",NY 10036,1240000,2,2,1122,2020,3,25,Condo,2006,,,"None, Covered",,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,1/1/2020 0:00,1295000,3/25/2020,84,-0.042471042
"['301', 'W', '53rd', 'St', 'APT', '4D']",NY 10019,1260000,1,1,789,2020,3,23,Multiple Occupancy,2017,,,"None, Covered",,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,7/2/2019 0:00,1550000,3/23/2020,265,-0.187096774
"['165', 'E', '32nd', 'St', 'APT', '22A']",NY 10016,455000,,1,,2020,3,23,Condo,1964,,Central,0 spaces,,,,,1,0,0,0,5/6/2019 0:00,549000,3/23/2020,322,-0.171220401
"['235', 'E', '40th', 'St', 'APT', '38B']",NY 10016,940000,1,2,791,2020,3,20,Condo,1986,"Forced air, Gas",Central,"Garage - Attached, Covered",,,,Appliances included: Dishwasher,1,0,0,0,4/2/2019 0:00,1099000,3/20/2020,353,-0.144676979
"['200', 'E', '84th', 'St', 'APT', '2F']",NY 10028,857500,2,1,,2020,3,20,Condo,1961,,,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,11/6/2019 0:00,895000,3/20/2020,135,-0.041899441
"['88', 'Franklin', 'St', '3']",NY 10013,6700000,4,4,4001,2020,3,20,Condo,1915,,,"Covered, Garage",,,"Flooring: Tile, Hardwood",Other interior features,1,0,0,0,5/2/2019 0:00,7995000,3/20/2020,323,-0.161976235
"['241', 'E', '76th', 'St', 'APT', '9H']",NY 10021,427500,1,1,570,2020,3,20,Condo,1959,,,Garage - Attached,,,,,1,0,0,0,9/17/2019 0:00,465000,3/20/2020,185,-0.080645161
"['101', 'Wall', 'St', '15A']",NY 10005,970000,1,1,703,2020,3,19,Condo,2016,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,10/22/2019 0:00,995000,3/19/2020,149,-0.025125628
"['315', 'E', '69th', 'St', '2JK']",NY 10021,1240000,3,3,1350,2020,3,19,Condo,1961,,,Garage - Attached,,,Flooring: Other,Other interior features,1,0,0,0,9/7/2019 0:00,1395000,3/19/2020,194,-0.111111111
"['330', 'E', '38th', 'St', 'APT', '48H']",NY 10016,800000,,1,571,2020,3,19,Condo,1989,Forced air,Central,Garage - Detached,,,Flooring: Hardwood,"Appliances included: Microwave, Range / Oven, Refrigerator",1,0,0,1,7/22/2018 0:00,895000,3/19/2020,606,-0.106145251
"['53', 'E', '66th', 'St', 'APT', '6B']",NY 10065,2510000,4,3,,2020,3,19,Condo,1924,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,11/11/2017 0:00,3800000,3/19/2020,859,-0.339473684
"['333', 'W', '56th', 'St', 'APT', '10H']",NY 10019,2670000,2,2,1976,2020,3,19,Multiple Occupancy,1929,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,9/25/2019 0:00,2995000,3/19/2020,176,-0.10851419
"['302', 'W', '86th', 'St', 'APT', '8B']",NY 10024,4030000,4,3,,2020,3,18,Condo,1917,,Central,0 spaces,,,,Other interior features,1,0,0,0,9/17/2019 0:00,3795000,3/18/2020,183,0.061923584
"['215', 'E', '80th', 'St', 'APT', '6D']",NY 10075,1660000,2,2,1328,2020,3,18,Condo,1963,,,Garage - Attached,,,,,1,0,0,0,,,3/18/2020,no listing date,
"['160', 'E', '38th', 'St', 'APT', '5F']",NY 10016,610000,1,1,,2020,3,18,Condo,1975,,Central,Covered,,,,Appliances included: Dishwasher,1,0,0,0,10/16/2019 0:00,635000,3/18/2020,154,-0.039370079
"['200', 'W', '79th', 'St', 'APT', '8D']",NY 10024,970000,2,1,,2020,3,17,Condo,1975,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,8/8/2019 0:00,1050000,3/17/2020,222,-0.076190476
"['153', 'Bowery', 'APT', '6']",NY 10002,2860000,3,3,1800,2020,3,16,Multiple Occupancy,1977,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,,,3/16/2020,no listing date,
"['325', '5th', 'Ave', 'APT', '21A']",NY 10016,1570000,2,2,1176,2020,3,16,Condo,2005,,,"Garage - Attached, Covered",,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,3/24/2019 0:00,1750000,3/16/2020,358,-0.102857143
"['175', 'E', '79th', 'St', 'APT', '5B']",NY 10075,1950000,3,2,,2020,3,16,Condo,1929,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,5/31/2019 0:00,2200000,3/16/2020,290,-0.113636364
"['244', 'Madison', 'Ave', 'APT', '2C']",NY 10016,640000,1,1,650,2020,3,13,Condo,1916,Forced air,Other,0 spaces,,,,"Appliances included: Freezer, Range / Oven, Refrigerator",1,0,0,0,8/18/2019 0:00,699000,3/13/2020,208,-0.084406295
"['2373', 'Adam', 'Clayton', 'Powell', 'Jr', 'Blvd', 'APT', '2B']",NY 10030,750000,2,2,1050,2020,3,13,Apartment,2008,,Central,0 spaces,,,,Other interior features,1,0,0,0,12/4/2019 0:00,788000,3/13/2020,100,-0.04822335
"['400', 'E', '59th', 'St', '8GH']",NY 10022,935000,2,2,1113,2020,3,12,Condo,1929,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,5/9/2019 0:00,1045000,3/12/2020,308,-0.105263158
"['425', '5th', 'Ave', 'APT', '46C']",NY 10016,795000,,1,524,2020,3,12,Multiple Occupancy,2003,,Central,None,,,,Appliances included: Refrigerator,1,0,0,0,,,3/12/2020,no listing date,
"['444', 'W', '19th', 'St', 'APT', '301']",NY 10011,2320000,2,2,1391,2020,3,12,Condo,1900,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,1/8/2019 0:00,2725000,3/12/2020,429,-0.148623853
"['1185', 'Park', 'Ave', 'APT', '4I']",NY 10128,2310000,2,2,550905,2020,3,11,Condo,1929,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,9/3/2019 0:00,2495000,3/11/2020,190,-0.074148297
"['215', 'E', '73rd', 'St', '8F']",NY 10021,915000,1,1,950,2020,3,10,Condo,1930,,,Covered,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,4/11/2019 0:00,1050000,3/10/2020,334,-0.128571429
"['20', 'E', '68th', 'St']",NY 10065,2069999,2,2,96152,2020,3,10,Single Family,1956,,,0 spaces,,,,,1,0,0,0,,,3/10/2020,no listing date,
