id,zip_code,price,bds,ba,sqft,sold_year,sold_month,sold_day,type,year_built,heating,cooling,parking,pets,laundry,flooring,appliances,view_city,view_mountain,view_park,view_water,most_recent_listing_date,most_recent_listing_price,sold_time,listing_sold_time_diff,price_percent_change
"['399', 'E', '72nd', 'St', 'APT', '8D']",NY 10021,660000,1,1,750,2020,11,4,Condo,1961,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,3/3/2020 0:00,699000,11/4/2020,246,-0.055793991
"['323', 'E', '8th', 'St', 'APT', '6B']",NY 10009,590000,1,1,,2020,11,4,Condo,1910,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,10/3/2019 0:00,620000,11/4/2020,398,-0.048387097
"['8', 'E', '12th', 'St', 'APT', '5']",NY 10003,2970000,3,3,2320,2020,11,4,Condo,1908,,Central,0 spaces,,,,Other interior features,1,0,0,0,6/23/2020 0:00,3250000,11/4/2020,134,-0.086153846
"['153', 'Charles', 'St', '9']",NY 10014,2300000,2,2,1400,2020,11,4,Condo,1975,,Central,Covered,,,,Other interior features,1,0,0,0,6/6/2019 0:00,2350000,11/4/2020,517,-0.021276596
"['363', 'E', '76th', 'St', 'APT', '6M']",NY 10021,630000,1,1,,2020,11,4,Condo,1963,,,Covered,,,,,1,0,0,0,6/8/2020 0:00,724500,11/4/2020,149,-0.130434783
"['23', '35', 'W', '73rd', 'St']",NY 10023,1600000,3,3,1389,2020,11,4,Condo,1926,Gas,,Garage - Detached,,,,Other interior features,1,0,0,0,11/15/2012 0:00,415000,11/4/2020,2911,2.855421687
"['15', 'Broad', 'St', 'APT', '1414']",NY 10005,1800000,1,2,2028,2020,11,2,Condo,1914,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,7/26/2020 0:00,1900000,11/2/2020,99,-0.052631579
"['78', 'Charles', 'St', 'APT', '5W']",NY 10014,800000,1,1,800,2020,11,2,Condo,1900,,,Covered,,,,,1,0,0,0,8/6/2019 0:00,950000,11/2/2020,454,-0.157894737
"['400', 'E', '56th', 'St']",NY 10022,925000,2,2,967300,2020,11,2,Condo,1969,,,0 spaces,,,,,1,0,0,0,4/5/2017 0:00,1850000,11/2/2020,1307,-0.5
"['505', 'E', '83rd', 'St', '5A']",NY 10028,482000,1,1,650,2020,11,2,Condo,1910,Radiant,Wall,0 spaces,,,Flooring: Hardwood,Appliances included: Dishwasher,1,0,0,0,6/24/2020 0:00,499000,11/2/2020,131,-0.034068136
"['155', 'W', '68th', 'St', 'APT', '817']",NY 10023,965000,1,1,700,2020,10,30,Multiple Occupancy,1965,Forced air,Other,Garage - Attached,,,,Appliances included: Dishwasher,1,0,0,0,4/19/2019 0:00,995000,10/30/2020,560,-0.030150754
"['3', 'Hanover', 'Sq', 'APT', '6D']",NY 10004,785000,1,1,900,2020,10,29,Condo,1926,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,4/27/2020 0:00,825000,10/29/2020,185,-0.048484848
"['159', 'Madison', 'Ave', 'APT', '6J']",NY 10016,400000,,1,500,2020,10,29,Condo,1912,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/28/2019 0:00,430000,10/29/2020,397,-0.069767442
"['155', 'W', '20th', 'St', 'APT', '4G']",NY 10011,999000,1,1,850,2020,10,29,Condo,1938,,,Covered,,,,,1,0,0,0,7/2/2020 0:00,1100000,10/29/2020,119,-0.091818182
"['250', 'E', '53rd', 'St', 'APT', '705']",NY 10022,952000,1,1,763,2020,10,28,Condo,2006,Forced air,Central,0 spaces,,,,Other interior features,1,0,0,0,7/15/2020 0:00,1200000,10/28/2020,105,-0.206666667
"['50', 'E', '1st', 'St', 'APT', '8']",NY 10003,490000,1,1,,2020,10,27,Condo,1910,,,On-street,,,Appliances,"Appliances included: Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,7/20/2020 0:00,499000,10/27/2020,99,-0.018036072
"['421', 'W', '54th', 'St', 'APT', '4D']",NY 10019,2500000,3,3,2378,2020,10,26,Condo,1928,,Central,Garage - Attached,,,,Other interior features,1,0,0,0,3/2/2020 0:00,2495000,10/26/2020,238,0.002004008
"['317', 'W', '89th', 'St', 'APT', '6E']",NY 10024,4330000,4,3,2670,2020,10,23,Condo,1920,,Central,0 spaces,,,,Other interior features,1,0,0,0,2/14/2017 0:00,5495000,10/23/2020,1347,-0.212010919
"['440', 'E', '56th', 'St', 'APT', '1G']",NY 10022,999999,1,1,900,2020,10,23,Condo,1955,,,0 spaces,,,,,1,0,0,0,2/21/2020 0:00,1150000,10/23/2020,245,-0.130435652
"['143', 'W', '85th', 'St']",NY 10024,970000,,1,5783,2020,10,23,Townhouse,1900,"Coal, Wall",Wall,0 spaces,,,,"Appliances included: Microwave, Range / Oven, Refrigerator",1,0,0,0,6/18/2012 0:00,1900,10/23/2020,3049,509.5263158
"['306', 'W', '4th', 'St', 'APT', 'E1']",NY 10014,980000,1,1,,2020,10,22,Condo,1910,,,0 spaces,,,,,1,0,0,0,7/8/2020 0:00,995000,10/22/2020,106,-0.015075377
"['121', 'E', '38th', 'St']",NY 10016,5810000,6,7,6597,2020,10,22,Multiple Occupancy,1863,"Baseboard, Gas",Central,0 spaces,,,Flooring: Hardwood,"Appliances included: Dryer, Washer",1,0,0,0,1/16/2020 0:00,7000000,10/22/2020,280,-0.17
"['402', 'E', '74th', 'St']",NY 10021,1840000,2,1,950,2020,10,21,Condo,1937,,,On-street,,,,,1,0,0,0,,,10/21/2020,no listing date,
"['320', 'W', '84th', 'St']",NY 10024,498000,1,1,500,2020,10,21,Condo,1900,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,,,10/21/2020,no listing date,
"['201', 'W', '70th', 'St', 'APT', '30G']",NY 10023,1090000,1,1,720,2020,10,21,Condo,1971,Forced air,Other,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,4/16/2020 0:00,1095000,10/21/2020,188,-0.00456621
"['35', 'Park', 'Ave', 'APT', '8C']",NY 10016,1250000,2,2,,2020,10,21,Condo,1955,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,1/13/2020 0:00,1295000,10/21/2020,282,-0.034749035
"['13', '21', 'E', '22nd', 'St', '12F']",NY 10010,2000000,2,1,,2020,10,21,Condo,1911,,,Covered,,,,,1,0,0,0,3/2/2020 0:00,2200000,10/21/2020,233,-0.090909091
"['319', 'E', '50th', 'St']",NY 10022,1050000,3,2,1500,2020,10,21,Condo,1931,Gas,,Covered,,,,Other interior features,1,0,0,0,6/24/2020 0:00,1300000,10/21/2020,119,-0.192307692
"['210', '216', 'E', '73rd', 'St']",NY 10021,515000,2,2,75133,2020,10,20,Condo,1928,,,0 spaces,,,,,1,0,0,0,10/29/2016 0:00,1595000,10/20/2020,1452,-0.677115987
"['10', 'W', 'End', 'Ave', 'APT', '25B']",NY 10023,2060000,2,2,1329,2020,10,19,Condo,2007,Forced air,Other,Garage - Attached,,,,"Appliances included: Microwave, Washer",1,0,0,0,6/8/2020 0:00,2175000,10/19/2020,133,-0.052873563
"['201', 'E', '66th', 'St', 'APT', '10L']",NY 10065,1420000,2,2,,2020,10,19,Condo,1961,,,Covered,,,,,1,0,0,0,1/16/2020 0:00,1475000,10/19/2020,277,-0.037288136
"['333', '337', 'E', '43rd', 'St']",NY 10017,515000,2,2,850,2020,10,16,Condo,1929,,,On-street,,,Flooring: Hardwood,Other interior features,1,0,0,0,4/6/2012 0:00,379000,10/16/2020,3115,0.35883905
"['333', 'E', '43rd', 'St', 'APT', '117']",NY 10017,515000,1,1,600,2020,10,16,Condo,1928,,Central,Covered,,,,,1,0,0,0,6/8/2020 0:00,535000,10/16/2020,130,-0.037383178
"['204', '206', 'W', 'Houston', 'St']",NY 10014,1140000,1,,1700,2020,10,16,Condo,1869,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Freezer, Range / Oven, Refrigerator, Washer",1,0,0,0,3/20/2017 0:00,2450000,10/16/2020,1306,-0.534693878
"['555', 'W', '59th', 'St', 'APT', '32C']",NY 10019,2640000,2,2,1343,2020,10,15,Condo,2007,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,1/7/2020 0:00,2895000,10/15/2020,282,-0.088082902
"['145', 'W', '86th', 'St', 'APT', '11D']",NY 10024,1580000,2,2,,2020,10,15,Condo,1925,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,1/12/2020 0:00,1849000,10/15/2020,277,-0.145484045
"['200', 'Riverside', 'Blvd', 'APT', '12H']",NY 10069,965000,1,2,800,2020,10,15,Condo,1997,,,Covered,,,,,1,0,0,0,3/10/2020 0:00,999000,10/15/2020,219,-0.034034034
"['199', 'Mott', 'St', 'APT', '4A']",NY 10012,2770000,2,2,1229,2020,10,15,Condo,2015,,Central,0 spaces,,,,Other interior features,1,0,0,0,1/10/2020 0:00,3000000,10/15/2020,279,-0.076666667
"['453', 'W', '19th', 'St', 'APT', '4B']",NY 10011,739000,1,1,675,2020,10,14,Condo,1983,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,3/8/2020 0:00,789000,10/14/2020,220,-0.063371356
"['115', 'Allen', 'St', 'APT', '3']",NY 10002,2350000,2,2,2011,2020,10,14,Condo,1896,,,None,,,Flooring: Hardwood,Other interior features,1,0,0,0,7/9/2020 0:00,2250000,10/14/2020,97,0.044444444
"['517', 'E', '11th', 'St', 'APT', '3']",NY 10009,1070000,2,2,1665,2020,10,14,Condo,1900,,,0 spaces,,,,"Appliances included: Dryer, Washer",1,0,0,0,3/2/2015 0:00,2050000,10/14/2020,2053,-0.47804878
"['288', 'Lexington', 'Ave', 'APT', '9H']",NY 10016,362500,,1,,2020,10,14,Condo,1955,,,0 spaces,,,,,1,0,0,0,,,10/14/2020,no listing date,
"['310', '318', 'W', '99th', 'St']",NY 10025,94075,1,1,96318,2020,10,14,Condo,1920,,,0 spaces,,,,,1,0,0,0,9/7/2016 0:00,530000,10/14/2020,1498,-0.8225
"['343', '349', 'E', '50th', 'St', '3E']",NY 10022,1290000,1,2,1232,2020,10,9,Condo,1900,Forced air,Central,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,4/28/2017 0:00,1425000,10/9/2020,1260,-0.094736842
"['955', '959', 'Lexington', 'Ave']",NY 10021,1800000,2,2,54719,2020,10,8,Condo,1924,,,0 spaces,,,,,1,0,0,0,9/18/2012 0:00,3950,10/8/2020,2942,454.6962025
"['321', 'E', '48th', 'St', 'APT', '8L']",NY 10017,408000,,1,459,2020,10,8,Condo,1962,,,Covered,,,,,1,0,0,0,2/18/2020 0:00,475000,10/8/2020,233,-0.141052632
"['555', 'W', '59th', 'St', 'APT', '11G']",NY 10019,1700000,2,2,1150,2020,10,8,Condo,2007,,,"Garage - Attached, Covered",,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,2/20/2020 0:00,1750000,10/8/2020,231,-0.028571429
"['309', 'E', '105th', 'St', 'APT', '5N']",NY 10029,465000,2,1,727,2020,10,8,Condo,1900,,,Covered,,,Flooring: Other,Other interior features,1,0,0,0,5/5/2020 0:00,489000,10/8/2020,156,-0.049079755
"['245', 'E', '93rd', 'St', 'APT', '3E']",NY 10128,723000,1,1,772,2020,10,7,Condo,1985,,Central,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,5/21/2020 0:00,740000,10/7/2020,139,-0.022972973
"['310', 'W', '72nd', 'St', 'APT', '4EF']",NY 10023,2950000,4,3,,2020,10,7,Condo,1925,,,Covered,,,,"Appliances included: Dryer, Washer",1,0,0,0,6/9/2020 0:00,3250000,10/7/2020,120,-0.092307692
"['150', 'Charles', 'St', 'APT', '6CS']",NY 10014,4750000,2,3,1791,2020,10,7,Condo,2013,Forced air,Central,"Garage - Detached, Covered",,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,6/14/2020 0:00,5500000,10/7/2020,115,-0.136363636
"['400', 'E', '90th', 'St', 'APT', '9B']",NY 10128,680000,1,1,589,2020,10,7,Condo,2001,,,Covered,,,,,1,0,0,0,2/24/2020 0:00,720000,10/7/2020,226,-0.055555556
"['380', 'Lenox', 'Ave', 'APT', '7A']",NY 10027,1500000,3,2,1700,2020,10,6,Condo,2005,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,6/29/2020 0:00,1675000,10/6/2020,99,-0.104477612
"['392', 'Central', 'Park', 'W', 'APT', '3U']",NY 10025,685000,,1,545,2020,10,5,Condo,1960,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,7/16/2020 0:00,685000,10/5/2020,81,0
"['110', '3rd', 'Ave', 'APT', '7A']",NY 10003,1800000,2,2,1165,2020,10,5,Condo,2006,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,9/27/2018 0:00,2625000,10/5/2020,739,-0.314285714
"['181', 'E', '65th', 'St', 'APT', '23C']",NY 10065,2150000,2,2,1075,2020,10,1,Condo,2000,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,11/12/2019 0:00,2400000,10/1/2020,324,-0.104166667
"['200', 'E', '36th', 'St', 'APT', '12F']",NY 10016,400000,,1,575,2020,10,1,Condo,1955,,Central,0 spaces,,,,Other interior features,1,0,0,0,3/15/2020 0:00,439999,10/1/2020,200,-0.090907025
"['250', 'E', '65th', 'St', 'APT', '7E']",NY 10065,1680000,3,3,1750,2020,10,1,Condo,1963,,Central,Covered,,,,Other interior features,1,0,0,0,4/6/2020 0:00,1950000,10/1/2020,178,-0.138461538
"['2109', 'Broadway', '1477']",NY 10023,1030000,1,1,850,2020,9,29,Multiple Occupancy,1902,,,Garage - Detached,,,Flooring: Hardwood,Other interior features,1,0,0,0,7/1/2020 0:00,1149000,9/29/2020,90,-0.10356832
"['201', 'E', '80th', 'St', 'APT', '6G']",NY 10075,1730000,2,3,1400,2020,9,29,Condo,1937,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,10/7/2019 0:00,2195000,9/29/2020,358,-0.211845103
"['565', 'Broome', 'St', 'APT', 'N7B']",NY 10013,975000,,1,458,2020,9,28,Condo,,Forced air,Other,Covered,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,1/21/2020 0:00,1040000,9/28/2020,251,-0.0625
"['301', 'W', '108th', 'St']",NY 10025,1620000,2,2,165106,2020,9,24,Condo,1920,,,0 spaces,,,,,1,0,0,0,,,9/24/2020,no listing date,
"['257', 'W', '86th', 'St', '8C']",NY 10024,540000,1,1,,2020,9,24,Condo,1907,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,6/30/2020 0:00,550000,9/24/2020,86,-0.018181818
"['200', 'Central', 'Park', 'S', 'APT', '6N']",NY 10019,825000,1,1,1000,2020,9,23,Condo,1963,,,0 spaces,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,,,9/23/2020,no listing date,
"['313', 'W', '121st', 'St', '4']",NY 10027,1140000,2,2,1033,2020,9,22,Condo,2019,,Central,Covered,,,,Other interior features,1,0,0,0,7/9/2020 0:00,1195000,9/22/2020,75,-0.046025105
"['201', 'W', '72nd', 'St', 'APT', '15N']",NY 10023,1270000,1,,862,2020,9,18,Condo,1990,Baseboard,Wall,0 spaces,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,4/19/2020 0:00,1295000,9/18/2020,152,-0.019305019
"['400', 'E', '70th', 'St', 'APT', '902']",NY 10021,735000,1,1,620,2020,9,18,Multiple Occupancy,1984,,Central,"None, Covered",,,,Other interior features,1,0,0,0,6/18/2020 0:00,750000,9/18/2020,92,-0.02
"['392', 'Central', 'Park', 'W', 'APT', '20G']",NY 10025,610000,,1,540,2020,9,18,Multiple Occupancy,1960,Gas,Wall,"None, Covered",,,,Other interior features,1,0,0,0,4/20/2020 0:00,650000,9/18/2020,151,-0.061538462
"['66', 'Leonard', 'St', '2D', '3D']",NY 10013,3000000,3,4,2338,2020,9,17,Condo,1901,,,Garage - Attached,,,,"Appliances included: Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer",1,0,0,0,,,9/17/2020,no listing date,
"['1150', 'Park', 'Ave', '19D']",NY 10128,2250000,2,3,166742,2020,9,16,Condo,1939,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,5/5/2019 0:00,2525000,9/16/2020,500,-0.108910891
"['250', 'E', '53rd', 'St', 'APT', '1904']",NY 10022,2400000,3,3,1922,2020,9,16,Condo,2006,,Central,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,4/25/2019 0:00,3213000,9/16/2020,510,-0.253034547
"['300', 'W', '135th', 'St', 'APT', '11B']",NY 10030,849000,2,2,1066,2020,9,15,Condo,2005,"Electric, Gas",Central,0 spaces,,,,Other interior features,1,0,0,0,2/28/2020 0:00,849000,9/15/2020,200,0
"['1601', '3rd', 'Ave', 'APT', '13K']",NY 10128,1250000,3,2,1155,2020,9,15,Condo,1975,"Baseboard, Electric",Wall,0 spaces,,,,"Appliances included: Dishwasher, Microwave, Range / Oven, Refrigerator",1,0,0,0,8/7/2019 0:00,1395000,9/15/2020,405,-0.103942652
"['18', 'Leroy', 'St']",NY 10014,4040000,1,1,3708,2020,9,14,Single Family,1904,,,0 spaces,,,,,1,0,0,0,,,9/14/2020,no listing date,
"['2', 'Columbus', 'Ave', 'APT', '3D']",NY 10023,1110000,1,1,783,2020,9,11,Condo,1998,,,Garage - Attached,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,5/26/2020 0:00,1200000,9/11/2020,108,-0.075
"['185', 'W', 'End', 'Ave', 'APT', '26L']",NY 10023,778000,1,1,418374,2020,9,9,Condo,1962,,,0 spaces,,,,,1,0,0,0,9/10/2019 0:00,925000,9/9/2020,365,-0.158918919
"['301', 'E', '78th', 'St', 'APT', '7E']",NY 10021,762500,2,1,900,2020,9,9,Condo,1963,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,3/5/2020 0:00,825000,9/9/2020,188,-0.075757576
"['111', 'E', '85th', 'St', '14A']",NY 10028,897500,1,2,900,2020,9,9,Condo,1971,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,9/5/2017 0:00,985000,9/9/2020,1100,-0.088832487
"['151', 'Malcolm', 'X', 'Blvd', '2']",NY 10026,975000,2,2,1200,2020,9,8,Condo,2015,"Forced air, Electric",Central,None,,,"Flooring: Tile, Hardwood, Slate","Appliances included: Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,,,9/8/2020,no listing date,
"['15', 'William', 'St', 'APT', '25A']",NY 10005,1450000,2,2,1325,2020,9,4,Condo,2008,Gas,,"Garage - Attached, Covered",,,,Other interior features,1,0,0,0,9/16/2016 0:00,1950000,9/4/2020,1449,-0.256410256
"['245', 'W', '74th', 'St', 'APT', '9C']",NY 10023,1650000,2,2,,2020,9,4,Condo,1924,,,Covered,,,,"Appliances included: Dishwasher, Dryer, Freezer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,3/3/2020 0:00,1725000,9/4/2020,185,-0.043478261
"['250', 'E', '40th', 'St', 'APT', '31A']",NY 10016,795000,1,1,707,2020,9,4,Condo,1988,,Central,Covered,,,,Other interior features,1,0,0,0,1/22/2020 0:00,799000,9/4/2020,226,-0.005006258
"['510', 'E', '80th', 'St', 'APT', '3F']",NY 10075,885000,2,2,930,2020,9,4,Condo,1986,,Central,"Garage - Attached, On-street",,,,Other interior features,1,0,0,0,5/11/2020 0:00,899000,9/4/2020,116,-0.015572859
"['23', 'Park', 'Ave']",NY 10016,1040000,3,3,24898,2020,9,3,Condo,1891,,,0 spaces,,,,,1,0,0,0,4/27/2017 0:00,3900000,9/3/2020,1225,-0.733333333
"['416', 'W', '52nd', 'St', 'APT', '506']",NY 10019,6500,3,2,1386,2020,9,1,Multiple Occupancy,2018,"Forced air, Gas",Central,None,,,,"Appliances included: Dishwasher, Dryer, Microwave, Range / Oven, Refrigerator, Washer",1,0,0,0,10/29/2018 0:00,1920000,9/1/2020,673,-0.996614583
"['27', 'W', '72nd', 'St', '901']",NY 10023,1140000,1,1,731,2020,9,1,Condo,1924,,Central,0 spaces,,,,Other interior features,1,0,0,0,9/11/2019 0:00,1250000,9/1/2020,356,-0.088
"['392', 'Central', 'Park', 'W', 'APT', '12U']",NY 10025,665000,,1,600,2020,9,1,Multiple Occupancy,,Gas,None,"None, Covered",No Pets,Contact manager,,Appliances included: Dishwasher,1,0,1,0,6/15/2020 0:00,665000,9/1/2020,78,0
"['392', 'Central', 'Park', 'W', 'APT', '16U']",NY 10025,600000,,1,600,2020,8,31,Multiple Occupancy,1960,Gas,,"None, Covered",,,,Appliances included: Dishwasher,1,0,1,0,5/28/2020 0:00,635000,8/31/2020,95,-0.05511811
"['3', 'Hanover', 'Sq', 'APT', '19E']",NY 10004,605000,,1,650,2020,8,28,Condo,1926,,Other,Covered,,,,Other interior features,1,0,0,0,5/2/2019 0:00,669000,8/28/2020,484,-0.095665172
"['115', 'E', '90th', 'St', '8C']",NY 10128,575000,1,1,,2020,8,28,Condo,1923,,,Covered,,,,,1,0,0,0,10/21/2019 0:00,600000,8/28/2020,312,-0.041666667
"['10', 'Park', 'Ave', '10A']",NY 10016,750000,1,1,,2020,8,27,Condo,1932,,,Covered,,,,,1,0,0,0,2/14/2019 0:00,795000,8/27/2020,560,-0.056603774
"['201', 'E', '17th', 'St', 'APT', '11C']",NY 10003,1260000,2,2,1078,2020,8,26,Condo,1973,,,Covered,,,,,1,0,0,0,10/15/2019 0:00,1299000,8/26/2020,316,-0.030023095
"['319', 'E', '50th', 'St', 'APT', '8G']",NY 10022,575000,1,1,900,2020,8,26,Condo,1931,Gas,,Covered,,,,Other interior features,1,0,0,0,5/19/2020 0:00,575000,8/26/2020,99,0
"['345', 'E', '52nd', 'St']",NY 10022,625000,1,1,93000,2020,8,26,Condo,1959,,,"Garage, Garage - Attached, Covered",,,,,1,0,0,0,6/6/2018 0:00,775000,8/26/2020,812,-0.193548387
"['108', 'E', '37th', 'St']",NY 10016,710000,,1,550,2020,8,26,Single Family,1966,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,2/24/2020 0:00,549000,8/26/2020,184,0.293260474
"['130', 'Barrow', 'St', 'PENTHOUSE', '10']",NY 10014,2500000,2,2,1103,2020,8,26,Condo,,,,On-street,,,,"Appliances included: Dishwasher, Dryer, Freezer, Garbage disposal, Range / Oven, Refrigerator, Washer",1,0,0,0,,,8/26/2020,no listing date,
"['227', '229', 'W', '11th', 'St']",NY 10014,625000,1,1,400,2020,8,25,Condo,1915,,,On-street,,,,,1,0,0,0,,,8/25/2020,no listing date,
"['345', 'E', '81st', 'St', 'APT', '14A']",NY 10028,912500,2,1,936,2020,8,25,Condo,1963,,,Covered,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,11/9/2019 0:00,999999,8/25/2020,290,-0.087499087
"['2000', 'Broadway', 'APT', '6H']",NY 10023,1040000,1,1,758,2020,8,25,Condo,1987,,,Covered,,,,,1,0,0,0,1/20/2020 0:00,1175000,8/25/2020,218,-0.114893617
"['400', 'E', '77th', 'St', 'APT', '7E']",NY 10075,850000,2,1,950,2020,8,25,Condo,1964,,,Garage - Attached,,,Flooring: Hardwood,Other interior features,1,0,0,0,6/19/2019 0:00,850000,8/25/2020,433,0
"['333', 'W', '22nd', 'St', 'APT', '5D']",NY 10011,1200000,1,2,1000,2020,8,25,Condo,1910,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,2/20/2019 0:00,1450000,8/25/2020,552,-0.172413793
"['148', 'E', '84th', 'St', 'APT', '2B']",NY 10028,420000,,1,400,2020,8,25,Condo,1930,,,"Off-street, On-street",,,Flooring: Hardwood,Other interior features,1,0,0,0,1/24/2020 0:00,425000,8/25/2020,214,-0.011764706
"['317', '325', 'E', '57th', 'St']",NY 10022,2500000,2,3,92593,2020,8,25,Condo,1929,,,0 spaces,,,Flooring: Hardwood,Other interior features,1,0,0,0,9/18/2012 0:00,1449000,8/25/2020,2898,0.725327812
"['650', 'Park', 'Ave', 'APT', '5C']",NY 10065,1570000,2,3,,2020,8,24,Condo,1962,,Central,0 spaces,,,,Other interior features,1,0,0,0,5/5/2019 0:00,1975000,8/24/2020,477,-0.205063291
"['201', 'W', '16th', 'St', 'APT', '14F']",NY 10011,510000,,1,500,2020,8,24,Condo,1930,"Forced air, Oil",,0 spaces,,,,"Appliances included: Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,2/5/2020 0:00,519000,8/24/2020,201,-0.01734104
"['140', 'W', 'End', 'Ave', 'APT', '19D']",NY 10023,603000,,1,640079,2020,8,24,Condo,1965,,,Covered,,,,Appliances included: Dishwasher,1,0,0,0,2/17/2020 0:00,625000,8/24/2020,189,-0.0352
"['220', 'E', '65th', 'St', 'APT', '9H']",NY 10065,1620000,2,2,1030,2020,8,24,Condo,1978,,Central,0 spaces,,,,Other interior features,1,0,0,0,5/8/2020 0:00,1795000,8/24/2020,108,-0.097493036
"['209', 'E', '56th', 'St']",NY 10022,390000,3,2,87100,2020,8,21,Condo,1959,,,0 spaces,,,,,1,0,0,0,4/19/2017 0:00,1795000,8/21/2020,1220,-0.782729805
"['360', 'W', '21st', 'St', 'APT', '4G']",NY 10011,720000,1,1,700,2020,8,21,Condo,1940,,,0 spaces,,,,Appliances included: Dishwasher,1,0,0,0,7/22/2019 0:00,735000,8/21/2020,396,-0.020408163
"['200', 'E', '27th', 'St', 'APT', '8F']",NY 10016,1310000,2,2,1150,2020,8,21,Condo,1965,Wall,Wall,Garage - Attached,,,,"Appliances included: Dishwasher, Freezer, Microwave, Range / Oven, Refrigerator",1,0,0,0,4/29/2019 0:00,1395000,8/21/2020,480,-0.0609319
"['71', '73', 'Nassau', 'St', '9B']",NY 10038,1110000,1,1,813,2020,8,20,Single Family,1906,,Central,0 spaces,,,,Other interior features,1,0,0,0,5/15/2012 0:00,825000,8/20/2020,3019,0.345454545
"['345', 'W', '58th', 'St']",NY 10019,1780000,1,1,690,2020,8,20,Condo,1957,"Baseboard, Gas",Wall,"Garage, Garage - Attached, Covered",,,,"Appliances included: Range / Oven, Refrigerator",1,0,0,0,7/22/2020 0:00,599900,8/20/2020,29,1.967161194
"['60', 'Sutton', 'Pl', 'S', '8KS']",NY 10022,1170000,2,2,,2020,8,17,Condo,1952,,,0 spaces,,,,,1,0,0,0,3/1/2020 0:00,1295000,8/17/2020,169,-0.096525097
"['454', 'W', '46th', 'St']",NY 10036,1670000,2,2,,2020,8,17,Condo,1888,,Central,0 spaces,,,Flooring: Hardwood,"Appliances included: Range / Oven, Refrigerator, Washer",1,0,0,0,5/31/2018 0:00,3395000,8/17/2020,809,-0.508100147
"['95', 'Charles', 'St', 'APT', '5']",NY 10014,6950000,4,4,3000,2020,8,13,Condo,2002,,,Covered,,,,,1,0,0,0,6/4/2020 0:00,7500000,8/13/2020,70,-0.073333333
"['120', '2nd', 'Ave', 'APT', '4C']",NY 10003,545000,1,1,600,2020,8,13,Condo,1920,,,0 spaces,,,,"Appliances included: Dishwasher, Dryer, Washer",1,0,0,0,2/28/2019 0:00,600000,8/13/2020,532,-0.091666667
"['800', 'Riverside', 'Dr', 'APT', '6D']",NY 10032,600000,2,,1160,2020,8,13,Condo,1920,"Radiant, Gas, Oil",,Off-street,,,,,1,0,1,1,7/8/2019 0:00,,8/13/2020,402,
